repository,pr_number,pr_outcome,weighted_negativity_ratio,total_feedback,has_any_negative_feedback,num_positive_comments,num_neutral_comments,num_negative_comments,total_comments,num_positive_reviews,num_neutral_reviews,num_negative_reviews,total_reviews,num_positive_review_comments,num_neutral_review_comments,num_negative_review_comments,total_review_comments
qBittorrent,17389,merged,0.08856088560885608,135.5,1,5,40,6,51,0,0,0,0,0,26,2,28
qBittorrent,20314,merged,0.11634349030470914,180.5,1,1,15,3,19,0,1,0,1,1,46,6,53
qBittorrent,14465,merged,0.09302325581395349,107.5,1,6,55,7,68,0,0,0,0,1,11,1,13
qBittorrent,19777,merged,0.07038123167155426,170.5,1,1,19,3,23,0,6,0,6,0,42,3,45
qBittorrent,19801,merged,0.06956521739130435,172.5,1,4,10,1,15,0,1,1,2,6,42,3,51
qBittorrent,2332,merged,0.12738853503184713,78.5,1,3,65,10,78,0,0,0,0,0,0,0,0
qBittorrent,1703,merged,0.08917197452229299,78.5,1,7,64,7,78,0,0,0,0,0,0,0,0
qBittorrent,11637,merged,0.24186046511627907,107.5,1,3,48,12,63,0,0,1,1,2,8,4,14
Civ,634,merged,0.11267605633802817,106.5,1,0,1,0,1,0,0,0,0,2,29,4,35
Civ,550,merged,0.11382113821138211,61.5,1,1,6,1,8,1,0,0,1,1,14,2,17
Civ,606,merged,0.17054263565891473,64.5,1,1,2,0,3,1,0,1,2,0,16,3,19
Civ,383,merged,0.03278688524590164,30.5,1,0,11,1,12,0,0,0,0,0,6,0,6
Civ,319,merged,0.0,34.5,0,0,4,0,4,0,0,0,0,1,9,0,10
Civ,564,rejected,0.05405405405405406,18.5,1,0,8,1,9,0,0,0,0,0,3,0,3
Civ,397,rejected,0.07407407407407407,13.5,1,0,10,1,11,0,1,0,1,0,0,0,0
Civ,631,rejected,0.09836065573770492,30.5,1,0,1,0,1,0,1,0,1,0,8,1,9
Civ,750,rejected,0.0,15.5,0,0,9,0,9,0,0,0,0,0,2,0,2
Civ,746,rejected,0.36363636363636365,16.5,1,0,4,3,7,0,0,0,0,0,2,1,3
Civ,552,rejected,0.11764705882352941,8.5,1,0,7,1,8,0,0,0,0,0,0,0,0
Civ,334,merged,0.0,13.5,0,1,4,0,5,0,1,0,1,0,2,0,2
Civ,353,merged,0.41379310344827586,14.5,1,1,1,0,2,0,0,0,0,0,2,2,4
Civ,387,merged,0.0,18.5,0,0,0,0,0,0,0,0,0,0,6,0,6
Civ,398,rejected,0.0,7.5,0,2,5,0,7,0,0,0,0,0,0,0,0
Civ,656,merged,0.15384615384615385,6.5,1,1,4,1,6,0,0,0,0,0,0,0,0
Civ,275,merged,0.2857142857142857,10.5,1,0,1,3,4,0,0,0,0,0,2,0,2
Civ,654,rejected,0.15384615384615385,6.5,1,1,4,1,6,0,0,0,0,0,0,0,0
Civ,2,merged,0.4,7.5,1,0,4,1,5,0,0,1,1,0,0,0,0
Civ,538,merged,0.0,5.5,0,1,4,0,5,0,0,0,0,0,0,0,0
Civ,745,rejected,0.15384615384615385,6.5,1,0,5,1,6,0,0,0,0,0,0,0,0
Civ,257,rejected,0.0,5.5,0,1,4,0,5,0,0,0,0,0,0,0,0
Civ,351,merged,0.08,12.5,1,0,0,1,1,1,0,0,1,0,3,0,3
Civ,729,merged,0.0,5.5,0,0,3,0,3,0,1,0,1,0,0,0,0
Civ,713,merged,0.0,8.5,0,0,2,0,2,0,0,0,0,1,1,0,2
Civ,676,rejected,0.09090909090909091,5.5,1,0,5,0,5,0,0,0,0,0,0,0,0
Civ,547,rejected,0.0,9.5,0,0,3,0,3,0,0,0,0,0,2,0,2
Civ,570,merged,0.0,11.5,0,0,2,0,2,0,0,0,0,0,3,0,3
Civ,568,merged,0.3157894736842105,9.5,1,0,3,0,3,0,0,0,0,0,1,1,2
Civ,262,merged,0.0,10.5,0,0,1,0,1,0,0,0,0,1,2,0,3
Civ,239,merged,0.0,12.5,0,0,0,0,0,0,0,0,0,1,3,0,4
Civ,321,merged,0.0,12.5,0,0,0,0,0,0,0,0,0,0,4,0,4
Civ,574,merged,0.0,3.5,0,0,3,0,3,0,0,0,0,0,0,0,0
Civ,740,merged,0.0,7.5,0,0,1,0,1,0,0,0,0,0,2,0,2
Civ,276,merged,0.0,3.5,0,1,2,0,3,0,0,0,0,0,0,0,0
Civ,273,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,339,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,639,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,350,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,386,merged,0.0,6.5,0,0,0,0,0,0,0,0,0,0,2,0,2
Civ,512,rejected,0.46153846153846156,6.5,1,0,0,0,0,0,0,0,0,0,1,1,2
Civ,602,rejected,0.0,3.5,0,0,3,0,3,0,0,0,0,0,0,0,0
Civ,675,rejected,0.0,3.5,0,1,2,0,3,0,0,0,0,0,0,0,0
Civ,356,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,619,merged,0.058823529411764705,8.5,1,0,0,0,0,1,0,0,1,0,2,0,2
Civ,565,merged,0.0,9.5,0,0,0,0,0,0,0,0,0,0,3,0,3
Civ,585,merged,0.0,4.5,0,0,2,0,2,0,1,0,1,0,0,0,0
Civ,638,merged,0.0,6.5,0,0,0,0,0,0,0,0,0,0,2,0,2
Civ,630,merged,0.0,4.5,0,0,1,0,1,0,0,0,0,0,1,0,1
Civ,240,rejected,0.4,2.5,1,0,1,1,2,0,0,0,0,0,0,0,0
Civ,242,merged,0.4,2.5,1,0,1,1,2,0,0,0,0,0,0,0,0
Civ,329,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,345,merged,0.0,3.5,0,0,1,0,1,0,1,0,1,0,0,0,0
Civ,375,rejected,0.4,2.5,1,0,1,1,2,0,0,0,0,0,0,0,0
Civ,385,merged,0.0,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0
Civ,374,merged,0.0,3.5,0,0,1,0,1,0,1,0,1,0,0,0,0
Civ,580,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,354,merged,0.0,3.5,0,1,0,0,1,0,1,0,1,0,0,0,0
Civ,481,merged,0.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0
Civ,491,merged,0.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0
Civ,393,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,604,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,577,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,615,rejected,0.8,2.5,1,0,0,2,2,0,0,0,0,0,0,0,0
Civ,671,rejected,0.4,2.5,1,0,1,1,2,0,0,0,0,0,0,0,0
Civ,392,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,497,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,535,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,645,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,649,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,635,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,396,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,719,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,765,merged,0.0,6.5,0,0,0,0,0,0,0,0,0,0,2,0,2
Civ,752,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,611,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,735,rejected,0.8,2.5,1,0,0,2,2,0,0,0,0,0,0,0,0
Civ,670,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
Civ,732,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,272,merged,0.0,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0
Civ,279,merged,0.0,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0
Civ,311,merged,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,1
Civ,235,merged,0.0,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0
Civ,237,merged,0.0,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0
Civ,238,merged,0.0,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0
Civ,338,merged,0.0,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0
Civ,335,merged,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,1
Civ,371,merged,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,1
Civ,376,merged,0.0,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0
Civ,389,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,388,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,362,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
Civ,395,merged,0.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0
Civ,406,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,720,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,726,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,727,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,394,merged,0.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0
Civ,480,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Civ,487,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
trivy,5439,merged,0.0392156862745098,382.5,1,7,11,1,19,2,3,1,6,8,105,4,117
trivy,7732,merged,0.04709576138147567,318.5,1,1,7,0,8,0,2,0,2,3,94,5,102
trivy,679,merged,0.05010438413361169,239.5,1,2,18,0,20,0,0,0,0,0,69,4,73
trivy,6781,merged,0.02962962962962963,202.5,1,2,9,0,11,1,3,0,4,5,54,2,61
trivy,5635,merged,0.0781758957654723,153.5,1,4,22,3,29,3,2,0,5,2,33,3,38
trivy,2333,rejected,0.015584415584415584,192.5,1,2,12,0,14,1,1,0,2,5,52,1,58
trivy,6234,merged,0.037383177570093455,160.5,1,0,1,0,1,0,0,0,0,2,49,2,53
trivy,8080,merged,0.057971014492753624,172.5,1,1,12,1,14,1,3,0,4,3,44,3,50
trivy,8177,merged,0.0380952380952381,157.5,1,6,8,0,14,0,1,0,1,5,40,2,47
trivy,99,rejected,0.15772870662460567,158.5,1,7,10,1,18,0,1,0,1,3,35,8,46
trivy,433,merged,0.050156739811912224,159.5,1,0,8,2,10,1,0,0,1,3,44,2,49
trivy,4058,merged,0.08530805687203792,105.5,1,7,21,6,34,1,0,0,1,1,21,1,23
trivy,542,rejected,0.03827751196172249,104.5,1,7,20,4,31,1,1,0,2,1,22,0,23
trivy,709,rejected,0.05245901639344262,152.5,1,2,7,0,9,0,0,1,1,0,45,2,47
trivy,6217,merged,0.06896551724137931,130.5,1,3,14,1,18,4,0,1,5,2,30,2,34
trivy,1437,merged,0.02247191011235955,133.5,1,0,5,0,5,0,1,0,1,0,41,1,42
trivy,4652,merged,0.0,139.5,0,1,2,0,3,1,4,0,5,6,36,0,42
trivy,6524,rejected,0.09049773755656108,110.5,1,5,9,7,21,1,0,0,1,2,26,1,29
trivy,8077,merged,0.019933554817275746,150.5,1,2,0,0,2,1,1,0,2,6,41,1,48
trivy,253,merged,0.02711864406779661,147.5,1,1,0,1,2,1,1,0,2,4,42,1,47
trivy,3015,merged,0.04938271604938271,121.5,1,4,6,0,10,3,0,0,3,7,26,2,35
trivy,751,merged,0.04938271604938271,121.5,1,2,2,0,4,3,0,0,3,1,34,2,37
trivy,1101,merged,0.0,126.5,0,0,0,0,0,0,0,0,0,0,42,0,42
trivy,2065,merged,0.07804878048780488,102.5,1,0,3,2,5,0,2,0,2,0,29,2,31
trivy,7131,merged,0.11857707509881422,126.5,1,1,1,0,2,2,0,3,5,2,33,3,38
trivy,2490,rejected,0.07751937984496124,64.5,1,12,20,2,34,0,0,0,0,1,8,1,10
trivy,7336,merged,0.012269938650306749,81.5,1,5,18,1,24,0,3,0,3,1,16,0,17
trivy,6993,merged,0.04145077720207254,96.5,1,1,9,1,11,1,1,0,2,4,22,1,27
trivy,7526,merged,0.0,106.5,0,4,5,0,9,0,2,0,2,3,28,0,31
trivy,5062,merged,0.02843601895734597,105.5,1,1,6,0,7,0,1,0,1,2,29,1,32
trivy,6176,merged,0.07407407407407407,121.5,1,0,0,0,0,1,1,0,2,3,33,3,39
trivy,50,merged,0.06857142857142857,87.5,1,6,4,3,13,0,1,0,1,0,23,1,24
trivy,5999,merged,0.07729468599033816,103.5,1,0,2,0,2,3,0,1,4,2,27,2,31
trivy,6476,merged,0.06857142857142857,87.5,1,0,4,0,4,0,4,0,4,3,20,2,25
trivy,6633,merged,0.0,40.5,0,1,1,0,2,0,1,0,1,1,11,0,12
trivy,7160,merged,0.05925925925925926,67.5,1,0,9,1,10,0,3,0,3,0,16,1,17
trivy,7605,merged,0.0,97.5,0,1,3,0,4,0,3,0,3,0,29,0,29
trivy,8294,merged,0.13953488372093023,107.5,1,0,0,0,0,0,1,0,1,2,28,5,35
trivy,935,merged,0.032432432432432434,92.5,1,1,2,0,3,1,0,0,1,3,25,1,29
trivy,1638,merged,0.029556650246305417,101.5,1,0,3,0,3,0,1,0,1,3,28,1,32
trivy,5285,merged,0.12716763005780346,86.5,1,1,3,3,7,1,0,1,2,6,17,2,25
trivy,8254,merged,0.05181347150259067,96.5,1,2,3,0,5,1,0,1,2,3,25,1,29
trivy,4047,merged,0.0,82.5,0,3,5,0,8,3,1,0,4,4,18,0,22
trivy,7340,merged,0.07272727272727272,82.5,1,2,8,0,10,0,3,0,3,0,20,2,22
trivy,6072,merged,0.044444444444444446,67.5,1,4,9,3,16,2,1,0,3,0,15,0,15
trivy,6275,merged,0.0,64.5,0,0,0,0,0,1,1,0,2,2,18,0,20
trivy,6674,merged,0.03821656050955414,78.5,1,2,3,0,5,0,2,0,2,2,20,1,23
trivy,8178,merged,0.0,68.5,0,0,15,0,15,0,1,0,1,0,17,0,17
trivy,2589,merged,0.0,48.5,0,5,17,0,22,0,1,0,1,0,8,0,8
trivy,2607,merged,0.014388489208633094,69.5,1,2,12,1,15,0,0,0,0,1,17,0,18
trivy,4557,merged,0.0,90.5,0,0,4,0,4,0,1,0,1,0,28,0,28
trivy,7261,merged,0.0784313725490196,76.5,1,2,2,0,4,1,2,0,3,1,19,2,22
trivy,7679,merged,0.04878048780487805,61.5,1,2,11,3,16,0,0,0,0,4,11,0,15
trivy,303,merged,0.031088082901554404,96.5,1,0,0,0,0,0,0,0,0,6,25,1,32
trivy,5154,merged,0.08053691275167785,74.5,1,3,5,0,8,3,0,0,3,8,10,2,20
trivy,3391,merged,0.0,54.5,0,1,6,0,7,1,0,0,1,0,15,0,15
trivy,7690,merged,0.0,72.5,0,5,4,0,9,0,3,0,3,3,16,0,19
trivy,1230,merged,0.2077922077922078,38.5,1,12,10,5,27,1,0,0,1,0,2,1,3
trivy,2951,merged,0.0,77.5,0,0,7,0,7,1,1,0,2,0,22,0,22
trivy,4210,merged,0.07100591715976332,84.5,1,2,1,0,3,0,0,0,0,1,24,2,27
trivy,7206,merged,0.07453416149068323,80.5,1,0,1,0,1,0,2,0,2,3,20,2,25
trivy,7163,merged,0.0,79.5,0,0,7,0,7,0,0,0,0,4,20,0,24
trivy,7444,merged,0.0,49.5,0,12,9,0,21,2,0,0,2,2,6,0,8
trivy,5059,merged,0.02247191011235955,44.5,1,10,11,1,22,2,0,0,2,0,6,0,6
trivy,6357,merged,0.016260162601626018,61.5,1,2,7,1,10,3,0,0,3,1,14,0,15
trivy,7339,rejected,0.035398230088495575,56.5,1,2,11,2,15,0,1,0,1,0,13,0,13
trivy,8244,merged,0.1317365269461078,83.5,1,0,1,2,3,1,0,0,1,8,15,3,26
trivy,1287,merged,0.015037593984962405,66.5,1,2,5,1,8,1,1,0,2,3,15,0,18
trivy,1756,merged,0.12307692307692308,32.5,1,13,9,4,26,2,1,0,3,0,0,0,0
trivy,7039,merged,0.0,66.5,0,2,8,0,10,0,1,0,1,4,14,0,18
trivy,435,merged,0.07453416149068323,80.5,1,0,0,0,0,1,0,0,1,1,23,2,26
trivy,1799,merged,0.04195804195804196,71.5,1,2,1,0,3,0,1,0,1,0,21,1,22
trivy,1832,merged,0.03592814371257485,83.5,1,0,0,0,0,1,0,0,1,7,19,1,27
trivy,2567,merged,0.03680981595092025,81.5,1,0,0,0,0,0,0,0,0,0,26,1,27
trivy,3599,merged,0.09195402298850575,43.5,1,3,14,1,18,0,2,0,2,0,6,1,7
trivy,7664,merged,0.0,56.5,0,2,8,0,10,0,2,0,2,4,10,0,14
trivy,1202,rejected,0.07272727272727272,27.5,1,7,16,2,25,0,1,0,1,0,0,0,0
trivy,3037,merged,0.07547169811320754,79.5,1,0,1,0,1,0,0,0,0,1,23,2,26
trivy,3215,merged,0.02247191011235955,44.5,1,11,6,1,18,1,0,0,1,1,7,0,8
trivy,6240,merged,0.0425531914893617,70.5,1,1,2,0,3,1,1,0,2,1,19,1,21
trivy,6329,merged,0.0,81.5,0,0,0,0,0,0,0,0,0,1,26,0,27
trivy,6882,merged,0.039735099337748346,75.5,1,0,1,0,1,2,2,0,4,1,20,1,22
trivy,6333,rejected,0.017699115044247787,56.5,1,1,8,1,10,2,0,0,2,1,13,0,14
trivy,8106,merged,0.0,72.5,0,0,2,0,2,0,2,0,2,0,22,0,22
trivy,376,merged,0.045112781954887216,66.5,1,3,3,0,6,0,0,0,0,3,16,1,20
trivy,4706,merged,0.017391304347826087,57.5,1,1,7,1,9,0,0,0,0,2,14,0,16
trivy,2186,merged,0.056338028169014086,35.5,1,1,8,2,11,0,0,0,0,1,7,0,8
trivy,2494,merged,0.10619469026548672,56.5,1,2,2,0,4,2,0,0,2,4,10,2,16
trivy,3130,merged,0.045112781954887216,66.5,1,1,5,0,6,0,0,0,0,4,15,1,20
trivy,5037,merged,0.0,66.5,0,0,0,0,0,0,0,0,0,2,20,0,22
trivy,1539,merged,0.0,75.5,0,0,0,0,0,0,0,0,0,1,24,0,25
trivy,2111,merged,0.0,56.5,0,1,8,0,9,0,1,0,1,0,15,0,15
trivy,2910,merged,0.056074766355140186,53.5,1,1,8,0,9,0,1,0,1,0,13,1,14
trivy,6861,merged,0.0,34.5,0,0,3,0,3,1,1,0,2,1,8,0,9
trivy,6965,merged,0.0,53.5,0,1,7,0,8,0,3,0,3,0,13,0,13
trivy,8134,merged,0.0,70.5,0,0,2,0,2,0,1,0,1,1,21,0,22
trivy,201,merged,0.0,66.5,0,0,1,0,1,1,0,0,1,1,20,0,21
trivy,552,merged,0.0,65.5,0,0,2,0,2,0,0,0,0,1,20,0,21
trivy,1081,merged,0.0,42.5,0,5,5,0,10,0,1,0,1,2,8,0,10
trivy,1668,merged,0.23622047244094488,63.5,1,2,1,1,4,0,0,1,1,4,11,4,19
